99bc50b8-f90b-4763-9a8f-0706797d1fcb,其它区,c0032221-0bed-4567-840b-a7bb00f89cda,County,0,
b94fa3ac-0931-4546-90bf-0b179661cd59,其它区,cf58151f-e986-4c2c-b4f1-a7bb00f89ca9,County,0,
20dc53fe-c440-4597-b78a-0d05d086cd58,其它区,23f8ee8a-e8c0-4886-805b-a7bb00f89b67,County,0,
a96589b1-0f17-4d29-8b67-119865b389b7,其它区,aa8a9651-104e-486b-8ccb-a7bb00f89bde,County,0,
564ec673-a952-4077-a984-12eafe298cfd,其它区,790fea5d-18d7-462f-9ff2-a7bb00f89b0a,County,0,
d362fdf4-6678-4d92-aace-1b7004665735,其它区,75bfea91-cf60-48f3-8f83-a7bb00f89c75,County,0,
e6b78764-96df-4ab3-8986-24804f69307c,海外,538b8c67-87fc-4d69-bdb4-31f7b9fbbb27,County,,
5fee2069-f373-48d6-9270-262d49bda0a5,其它区,140e1eb5-cd9a-405b-affc-a7bb00f89b95,County,0,
06f2075d-048a-4c2e-b47d-2d5a5689b420,其它区,1a8a8b64-5078-4b6c-bc3f-a7bb00f98840,County,0,
538b8c67-87fc-4d69-bdb4-31f7b9fbbb27,海外,a96dd9dc-60e8-4b18-a6c3-b8f2ddee4ece,City,,
2dda79bc-9f23-483d-b404-449b89011a60,其它区,d2259986-d28c-4148-8db5-a7bb00f8087e,County,0,
41523df3-b320-45e7-ba03-5034055403d7,其它区,6011c7fd-6530-45b1-9797-a7bb00f9f4ad,County,0,
d15c2aba-764d-47e0-96d0-52ccaa04b4d2,其它区,5e0628c9-121d-4306-8b84-a7bb00f7df5f,County,0,
8855ab20-7647-487a-98c4-52e80035f760,其它区,cb16e124-1127-4ac3-a8be-a7bb00f89ad9,County,0,
10780835-c5cc-4906-92b9-5a4c5f0238fe,其它区,ba967ff7-83e7-465b-abbd-a7bb00f89c4c,County,0,
71c586fb-b014-454c-8b22-5de6a0dea4ad,其它区,a3cfad5c-e8ea-4a6a-8e9c-a7bb00f98856,County,0,
bf2d21a5-a64e-40ef-93b3-802b1ece5a14,其它区,b8fa3c15-cfb1-4c68-af0c-a7bb00f9f4dd,County,0,
bb554c62-a07e-4330-a06f-818b5fe5cb92,其它区,0a394688-0384-4e2d-bcde-a7bb00f89bbf,County,0,
d1bb8f93-a772-4355-a2ac-826f3144f9f3,其它区,ef8b2fd7-c01b-4329-b803-a7bb00f87f2b,County,0,
a5d2a8ae-2d15-4b43-ae25-8ba31998d30e,其它区,8017997b-1427-41d0-8e5a-a7bb00f89c92,County,0,
956cfc9d-2aa4-429f-8b12-8cf3a0f27cd6,其它区,17fd5317-f70d-4365-a5b9-a7bb00f89cf3,County,0,
2205fc36-132f-4dbc-9c2f-9397e40e7775,其它区,ec330ea5-1f01-426a-a61a-a7bb00f987f3,County,0,
69bbf42c-9bde-468c-9dbc-95179bc083a3,其它区,24b211bb-c659-4151-85c8-a7bb00f80502,County,0,
06a01c12-c2a3-4dc6-a0d7-9a63fa895128,其它区,0100c583-7a7e-4970-8aad-a7bb00f89c03,County,0,
21be1eef-0758-4ace-82a7-a7bb00f7c6fe,辽宁省,,Province,210000,
a390c232-4ca5-4a55-9086-a7bb00f7c74b,湖北省,,Province,420000,
655954f0-f113-42dd-ad38-a7bb00f7c781,山西省,,Province,140000,
48706028-bcd5-4f98-bbc7-a7bb00f7c7c4,福建省,,Province,350000,
98215d87-7393-4e04-82e9-a7bb00f7c7ff,青海省,,Province,630000,
f636ea9c-e9d7-4ee6-8c95-a7bb00f7c838,江西省,,Province,360000,
d7afd95c-e9f1-4c60-b43c-a7bb00f7c873,河南省,,Province,410000,
637b07bb-aa03-4756-9afb-a7bb00f7c8a3,宁夏回族自治区,,Province,640000,
bfbe3a8c-7230-4286-a3b1-a7bb00f7c8dc,澳门特别行政区,,Province,820000,
cdded401-407e-4462-b9e5-a7bb00f7c918,浙江省,,Province,330000,
fa72c32e-67fc-4d52-8644-a7bb00f7c965,新疆维吾尔自治区,,Province,650000,
a4af9edf-61fd-470e-bf09-a7bb00f7c9a6,吉林省,,Province,220000,
89656b07-aa2e-432c-9e23-a7bb00f7c9d9,安徽省,,Province,340000,
97b727dc-74f3-43cb-acbe-a7bb00f7ca1e,内蒙古自治区,,Province,150000,
866bc079-4de1-4447-8f09-a7bb00f7ca6d,台湾,,Province,710000,
ab969038-818f-4973-b0a9-a7bb00f7caa8,海南省,,Province,460000,
449374a8-4279-4f2c-9adf-a7bb00f7cacf,香港特别行政区,,Province,810000,
52068185-e2ba-414a-8765-a7bb00f7caf6,云南省,,Province,530000,
eecf28bd-c90f-40ce-9206-a7bb00f7cb30,贵州省,,Province,520000,
23c66403-5939-4456-ad50-a7bb00f7cb73,江苏省,,Province,320000,
85df3466-0574-480b-bf87-a7bb00f7cbad,西藏自治区,,Province,540000,
14f9c5b5-228e-4ff9-b421-a7bb00f7cc04,北京,,Province,110000,
a160f3af-fc7f-41d3-a874-a7bb00f7cc50,四川省,,Province,510000,
b2b33f40-fe05-492b-b315-a7bb00f7cc9e,黑龙江省,,Province,230000,
6209436b-fcc6-4388-aae1-a7bb00f7ccca,广西壮族自治区,,Province,450000,
6d7f724b-94c2-41a4-b95b-a7bb00f7ccf0,陕西省,,Province,610000,
3eb290d9-98ef-474a-9eba-a7bb00f7cd18,天津,,Province,120000,
ccf5ad07-9cf5-41ab-b431-a7bb00f7cd3b,广东省,,Province,440000,
d5b7e9e5-08b0-4057-b7a2-a7bb00f7cd60,重庆,,Province,500000,
5be82932-bf00-471e-b534-a7bb00f7cd8f,河北省,,Province,130000,
913e8a9b-6910-443b-a381-a7bb00f7cdc1,湖南省,,Province,430000,
35952a6b-fe2a-4feb-9dac-a7bb00f7ce0d,甘肃省,,Province,620000,
1cf90c8b-01a1-47eb-b96a-a7bb00f7ce60,山东省,,Province,370000,
c17cb52e-5edf-43ec-8600-a7bb00f7cec8,上海,,Province,310000,
9766350e-6001-4234-be5b-a7bb00f7cee1,运城市,655954f0-f113-42dd-ad38-a7bb00f7c781,City,44000,
36003c0d-aaf7-4c9e-943e-a7bb00f7cf02,大连市,21be1eef-0758-4ace-82a7-a7bb00f7c6fe,City,116000,
6520b753-bc38-44e1-87f0-a7bb00f7cf20,忻州市,655954f0-f113-42dd-ad38-a7bb00f7c781,City,34000,
b5f3b007-7ab3-425a-b214-a7bb00f7cf41,鞍山市,21be1eef-0758-4ace-82a7-a7bb00f7c6fe,City,114000,
ed20fb7e-11bb-4b74-9d25-a7bb00f7cf5c,宜昌市,a390c232-4ca5-4a55-9086-a7bb00f7c74b,City,443000,
067f4870-7222-40c5-820a-a7bb00f7cf7b,临汾市,655954f0-f113-42dd-ad38-a7bb00f7c781,City,41000,
5c418c6e-fd58-41ea-baac-a7bb00f7cfb1,襄阳市,a390c232-4ca5-4a55-9086-a7bb00f7c74b,City,441000,
8720b74b-d2f2-4e81-8719-a7bb00f7cfe6,抚顺市,21be1eef-0758-4ace-82a7-a7bb00f7c6fe,City,113000,
8c5afa7e-b58b-4f0d-b23a-a7bb00f7d020,吕梁市,655954f0-f113-42dd-ad38-a7bb00f7c781,City,33000,
7e67b505-b8a0-47b9-8a11-a7bb00f7d061,鄂州市,a390c232-4ca5-4a55-9086-a7bb00f7c74b,City,436000,
